response_id,profiling_role,profiling_location,profiling_region,profiling_sector,survey_question_title,survey_question_type,option,suboption,answer
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Industry collaboration (and leadership by key associations),,5
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Who do you see as the key partners in resolving the expansion projects above?,table-stars,Industry collaboration (and leadership by key associations),,5
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,Industry collaboration (and leadership by key associations),,5
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Time available to prepare (from SEC announcement),,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Who do you see as the key partners in resolving the expansion projects above?,table-stars,Time available to prepare (from SEC announcement),,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,Time available to prepare (from SEC announcement),,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Clarity on rules and T+1 market operating framework,,3
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Who do you see as the key partners in resolving the expansion projects above?,table-stars,Clarity on rules and T+1 market operating framework,,3
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,My firm's investments in trade flow automation,,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Who do you see as the key partners in resolving the expansion projects above?,table-stars,My firm's investments in trade flow automation,,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you rate the importance of the following factors by their importance in ensuring a smooth transition to T+1 in 2024?,table-stars,My firm's investments in trade flow automation,,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Additional hiring,,5
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Who do you see as the key partners in resolving the expansion projects above?,table-stars,Additional hiring,,5
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please rank the importance of the following partners in defining and executing your innovation agenda for the next 3 years.,table-stars,Client and stakeholder education efforts,,4
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How often do you undertake the below tasks to drive your innovation? ,table-radio,Improved fund performance,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Improved fund performance,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Improved fund performance,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How often do you undertake the below tasks to drive your innovation? ,table-radio,Improved collateral / margin efficiency,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Improved collateral / margin efficiency,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Improved collateral / margin efficiency,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How often do you undertake the below tasks to drive your innovation? ,table-radio,Improved availability of funding,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Improved availability of funding,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Improved availability of funding,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How often do you undertake the below tasks to drive your innovation? ,table-radio,Reduced counterparty risk,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Reduced counterparty risk,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Do you agree or disagree that the May 2024 T+1 transitions effectively achieved the following:,table-radio,Reduced counterparty risk,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How often do you undertake the below tasks to drive your innovation? ,table-radio,Greater market automation,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the main solution that you are planning to use for corporate actions in these cases?,table-radio,Greater market automation,,No opinion
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How many staff are in your organization globally? ,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What type of fund are you describing in this exercise?,checkbox,USA - as a depository participant,,USA - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which investment channel(s) are you using to invest into Africa today?,checkbox,USA - as a depository participant,,USA - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),In which markets are you impacted by the move to T+1 settlement cycles? ,checkbox,USA - as a depository participant,,USA - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What are your top three operational challenges in this market that impact costs either directly or indirectly?,checkbox,USA - as a depository participant,,USA - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your role / department?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Where are you located?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your Role/Position?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your Role/Position?  ,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How efficient do you view your corporate action event notification process to be today?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your Role / Position?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What type of fund are you describing in this exercise?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which investment channel(s) are you using to invest into Africa today?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),In which markets are you impacted by the move to T+1 settlement cycles? ,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What are your top three operational challenges in this market that impact costs either directly or indirectly?,checkbox,Canada - as a depository participant,,Canada - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What type of financial institution do you represent? ,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your Role / Position?,checkbox,USA - as a depository participant,,USA - as a depository participant
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What do you see as the major influences on your business strategy in the next 10 years?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which region(s) do you oversee digital asset activity in? Select all that apply.,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Where are you located?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you break down the volume of your shareholder engagement today between Institutional and Wealth / Retail - and how do you expect this to change?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How do you describe the following obstacles on your path to T+1?,radio,,,1-80%
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),In which markets are you impacted by the move to T+1 settlement cycles?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which is the primary region where you oversee digital asset activity?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the size of your firm?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the AUM of the fund? (Expressed in USD billions),radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which of the following statements best describes your strategic approach to African investments?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How many employees are currently working at your company?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is the primary activity that you are involved in?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you rate the level of personalisation that your clients are receiving today in your investments?,radio,,,Investment Management
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your role in your organization?,matrix,Allocations,Before T+1,"Automatic, using CTM (from the DTCC)"
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),How would you rank the following external trends by importance in driving your strategic agenda?,matrix,Allocations,Before T+1,"Automatic, using CTM (from the DTCC)"
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Where are you based?,menu,,,Singapore
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please enter your email below to receive a personalized scorecard: ,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please enter your email below if you would like to receive a personalized scorecard:,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please leave your email below:,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Where are you located?,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Please enter your email below:,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your role / position?,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which part of the industry do you work in?,radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),"If you would like to receive your own, personalised benchmarking scorecard after this survey, please share your email with us below (optional):",radio,,,Fund Manager (mutual funds)
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),Which part of the industry do you work in?,menu,,,Singapore
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What type of financial institution do you represent?,menu,,,Singapore
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What is your role in your organisation?,menu,,,Singapore
7940940102,Investment Management,Singapore,Apac,Fund Manager (mutual funds),What traditional asset classes do you currently issue / trade or service?,menu,,,Singapore
